Timestamp,DeviceName,ActionType,FileName,FolderPath,SHA256,ProcessCommandLine,InitiatingProcessAccountName
"Mar 11, 2026 4:34:49 PM",nc-windows-vm,ProcessCreated,firefox.exe,C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\firefox.exe,a476268f30d839fd95bb4d497c3b1ffb277aa6a3ac78d4cbf2b60c4b2b8178fb,"""firefox.exe"" -contentproc -isForBrowser -prefsHandle 4444:29525 -prefMapHandle 4232:276257 -jsInitHandle 4972:242716 -parentBuildID 20260223093000 -ipcHandle 3676 -initialChannelId {69de0457-6251-4d96-9522-925eaa8dc0c4} -parentPid 7416 -win32kLockedDown -appDir ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\browser"" - 26 tab",nc-windows-vm
"Mar 11, 2026 4:34:43 PM",nc-windows-vm,ProcessCreated,firefox.exe,C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\firefox.exe,a476268f30d839fd95bb4d497c3b1ffb277aa6a3ac78d4cbf2b60c4b2b8178fb,"""firefox.exe"" -contentproc -isForBrowser -prefsHandle 5416:29525 -prefMapHandle 5412:276257 -jsInitHandle 5428:242716 -parentBuildID 20260223093000 -ipcHandle 5440 -initialChannelId {893531dc-985b-490d-abbf-a5708b414d50} -parentPid 7416 -win32kLockedDown -appDir ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\browser"" - 25 tab",nc-windows-vm
"Mar 11, 2026 4:34:43 PM",nc-windows-vm,ProcessCreated,firefox.exe,C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\firefox.exe,a476268f30d839fd95bb4d497c3b1ffb277aa6a3ac78d4cbf2b60c4b2b8178fb,"""firefox.exe"" -contentproc -isForBrowser -prefsHandle 4360:29525 -prefMapHandle 4152:276257 -jsInitHandle 4148:242716 -parentBuildID 20260223093000 -ipcHandle 5460 -initialChannelId {8f1d56b0-294e-46e3-ae33-3f4de1805a57} -parentPid 7416 -win32kLockedDown -appDir ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\browser"" - 24 tab",nc-windows-vm
"Mar 11, 2026 4:34:23 PM",nc-windows-vm,ProcessCreated,firefox.exe,C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\firefox.exe,a476268f30d839fd95bb4d497c3b1ffb277aa6a3ac78d4cbf2b60c4b2b8178fb,"""firefox.exe"" -contentproc -isForBrowser -prefsHandle 3164:29525 -prefMapHandle 2996:276257 -jsInitHandle 4676:242716 -parentBuildID 20260223093000 -ipcHandle 3584 -initialChannelId {211c0089-ec1e-4ff6-abd5-4b7d1c05c40b} -parentPid 7416 -win32kLockedDown -appDir ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\browser"" - 23 tab",nc-windows-vm
"Mar 11, 2026 4:34:03 PM",nc-windows-vm,ProcessCreated,firefox.exe,C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\firefox.exe,a476268f30d839fd95bb4d497c3b1ffb277aa6a3ac78d4cbf2b60c4b2b8178fb,"""firefox.exe"" -contentproc -isForBrowser -prefsHandle 5148:29525 -prefMapHandle 4484:276257 -jsInitHandle 4812:242716 -parentBuildID 20260223093000 -ipcHandle 2096 -initialChannelId {7d1bc914-877d-4b30-9ac0-3783257d7bd1} -parentPid 7416 -win32kLockedDown -appDir ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\browser"" - 22 tab",nc-windows-vm
"Mar 11, 2026 4:22:27 PM",nc-windows-vm,ProcessCreated,firefox.exe,C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\firefox.exe,a476268f30d839fd95bb4d497c3b1ffb277aa6a3ac78d4cbf2b60c4b2b8178fb,"""firefox.exe"" -contentproc -isForBrowser -prefsHandle 4584:29525 -prefMapHandle 4480:276257 -jsInitHandle 5052:242716 -parentBuildID 20260223093000 -ipcHandle 4972 -initialChannelId {0e0bab1e-5a09-4306-9656-2354c62101ae} -parentPid 7416 -win32kLockedDown -appDir ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\browser"" - 21 tab",nc-windows-vm
"Mar 11, 2026 4:19:43 PM",nc-windows-vm,ProcessCreated,firefox.exe,C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\firefox.exe,a476268f30d839fd95bb4d497c3b1ffb277aa6a3ac78d4cbf2b60c4b2b8178fb,"""firefox.exe"" -contentproc -isForBrowser -prefsHandle 5536:29525 -prefMapHandle 1772:276257 -jsInitHandle 5508:242716 -parentBuildID 20260223093000 -ipcHandle 4760 -initialChannelId {88af705f-b063-4b98-8e37-8104e87d0fb2} -parentPid 7416 -win32kLockedDown -appDir ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\browser"" - 20 tab",nc-windows-vm
"Mar 11, 2026 4:19:42 PM",nc-windows-vm,ProcessCreated,firefox.exe,C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\firefox.exe,a476268f30d839fd95bb4d497c3b1ffb277aa6a3ac78d4cbf2b60c4b2b8178fb,"""firefox.exe"" -contentproc -isForBrowser -prefsHandle 1632:29525 -prefMapHandle 1348:276257 -jsInitHandle 1644:242716 -parentBuildID 20260223093000 -ipcHandle 2276 -initialChannelId {3db71288-c723-4572-b6ef-fab401ade6e0} -parentPid 7416 -win32kLockedDown -appDir ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\browser"" - 19 tab",nc-windows-vm
"Mar 11, 2026 4:19:32 PM",nc-windows-vm,ProcessCreated,firefox.exe,C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\firefox.exe,a476268f30d839fd95bb4d497c3b1ffb277aa6a3ac78d4cbf2b60c4b2b8178fb,"""firefox.exe"" -contentproc -parentBuildID 20260223093000 -sandboxingKind 0 -prefsHandle 5344:30932 -prefMapHandle 5204:276257 -ipcHandle 4364 -initialChannelId {258fd596-4a15-47b9-bba4-324ff36e0734} -parentPid 7416 -win32kLockedDown -appDir ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\browser"" - 18 utility",nc-windows-vm
"Mar 11, 2026 4:19:04 PM",nc-windows-vm,ProcessCreated,firefox.exe,C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\firefox.exe,a476268f30d839fd95bb4d497c3b1ffb277aa6a3ac78d4cbf2b60c4b2b8178fb,"""firefox.exe"" -contentproc -isForBrowser -prefsHandle 5036:29525 -prefMapHandle 5040:276257 -jsInitHandle 5044:242716 -parentBuildID 20260223093000 -ipcHandle 5052 -initialChannelId {24ccfdae-8c64-4c4a-a6b9-ef1e921c594d} -parentPid 7416 -win32kLockedDown -appDir ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\browser"" - 16 tab",nc-windows-vm
"Mar 11, 2026 4:18:23 PM",nc-windows-vm,ProcessCreated,firefox.exe,C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\firefox.exe,a476268f30d839fd95bb4d497c3b1ffb277aa6a3ac78d4cbf2b60c4b2b8178fb,"""firefox.exe"" -contentproc -isForBrowser -prefsHandle 4768:29406 -prefMapHandle 4348:276257 -jsInitHandle 4548:242716 -parentBuildID 20260223093000 -ipcHandle 4756 -initialChannelId {40454eaf-bd19-4e51-916f-c9981bb7ce8f} -parentPid 7416 -win32kLockedDown -appDir ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\browser"" - 15 tab",nc-windows-vm
"Mar 11, 2026 4:18:23 PM",nc-windows-vm,ProcessCreated,firefox.exe,C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\firefox.exe,a476268f30d839fd95bb4d497c3b1ffb277aa6a3ac78d4cbf2b60c4b2b8178fb,"""firefox.exe"" -contentproc -isForBrowser -prefsHandle 3100:29406 -prefMapHandle 1692:276257 -jsInitHandle 3520:242716 -parentBuildID 20260223093000 -ipcHandle 3108 -initialChannelId {8e86452e-334d-422f-a778-411dc7277585} -parentPid 7416 -win32kLockedDown -appDir ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\browser"" - 14 tab",nc-windows-vm
"Mar 11, 2026 4:18:23 PM",nc-windows-vm,ProcessCreated,firefox.exe,C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\firefox.exe,a476268f30d839fd95bb4d497c3b1ffb277aa6a3ac78d4cbf2b60c4b2b8178fb,"""firefox.exe"" -contentproc -isForBrowser -prefsHandle 2276:29369 -prefMapHandle 2000:276257 -jsInitHandle 2084:242716 -parentBuildID 20260223093000 -ipcHandle 1728 -initialChannelId {f68e0ddb-e178-4e2c-89b4-b5e2e8a843c6} -parentPid 7416 -win32kLockedDown -appDir ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\browser"" - 13 tab",nc-windows-vm
"Mar 11, 2026 4:16:15 PM",nc-windows-vm,ProcessCreated,firefox.exe,C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\firefox.exe,a476268f30d839fd95bb4d497c3b1ffb277aa6a3ac78d4cbf2b60c4b2b8178fb,"""firefox.exe"" -contentproc -isForBrowser -prefsHandle 4392:29369 -prefMapHandle 2276:276257 -jsInitHandle 1788:242716 -parentBuildID 20260223093000 -ipcHandle 2436 -initialChannelId {edf4e26b-2870-4da5-8b56-38532763568d} -parentPid 7416 -win32kLockedDown -appDir ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\browser"" - 12 tab",nc-windows-vm
"Mar 11, 2026 4:14:36 PM",nc-windows-vm,ProcessCreated,firefox.exe,C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\firefox.exe,a476268f30d839fd95bb4d497c3b1ffb277aa6a3ac78d4cbf2b60c4b2b8178fb,"""firefox.exe"" -contentproc -isForBrowser -prefsHandle 4560:28919 -prefMapHandle 4608:276257 -jsInitHandle 4568:242716 -parentBuildID 20260223093000 -ipcHandle 4504 -initialChannelId {c8f40de0-a095-4ebb-ae90-c48931f9e3ce} -parentPid 7416 -win32kLockedDown -appDir ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\browser"" - 11 tab",nc-windows-vm
"Mar 11, 2026 4:14:25 PM",nc-windows-vm,ProcessCreated,firefox.exe,C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\firefox.exe,a476268f30d839fd95bb4d497c3b1ffb277aa6a3ac78d4cbf2b60c4b2b8178fb,"""firefox.exe"" -contentproc -isForBrowser -prefsHandle 3644:27872 -prefMapHandle 3648:276257 -jsInitHandle 3652:242716 -parentBuildID 20260223093000 -ipcHandle 3660 -initialChannelId {6d3c280e-a804-4a6a-aa50-b3de854bfe96} -parentPid 7416 -win32kLockedDown -appDir ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\browser"" - 6 tab",nc-windows-vm
"Mar 11, 2026 4:14:25 PM",nc-windows-vm,ProcessCreated,firefox.exe,C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\firefox.exe,a476268f30d839fd95bb4d497c3b1ffb277aa6a3ac78d4cbf2b60c4b2b8178fb,"""firefox.exe"" -contentproc -isForBrowser -prefsHandle 3116:27147 -prefMapHandle 3040:276257 -jsInitHandle 3112:242716 -parentBuildID 20260223093000 -ipcHandle 2132 -initialChannelId {21339025-8884-420d-9bb7-6e61ef5385a5} -parentPid 7416 -win32kLockedDown -appDir ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\browser"" - 5 tab",nc-windows-vm
"Mar 11, 2026 4:14:22 PM",nc-windows-vm,ProcessCreated,firefox.exe,C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\firefox.exe,a476268f30d839fd95bb4d497c3b1ffb277aa6a3ac78d4cbf2b60c4b2b8178fb,"""firefox.exe"" -contentproc -isForBrowser -prefsHandle 3244:27759 -prefMapHandle 3248:276257 -jsInitHandle 3252:242716 -parentBuildID 20260223093000 -ipcHandle 1692 -initialChannelId {61398036-8374-4819-af12-5d49b31ab17e} -parentPid 7416 -win32kLockedDown -appDir ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\browser"" - 4 tab",nc-windows-vm
"Mar 11, 2026 4:14:22 PM",nc-windows-vm,ProcessCreated,firefox.exe,C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\firefox.exe,a476268f30d839fd95bb4d497c3b1ffb277aa6a3ac78d4cbf2b60c4b2b8178fb,"""firefox.exe"" -contentproc -parentBuildID 20260223093000 -prefsHandle 1732:27697 -prefMapHandle 1960:276257 -ipcHandle 3008 -initialChannelId {25da4222-0352-41c8-83e8-d0a4ccd1d35b} -parentPid 7416 -appDir ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\browser"" - 3 rdd",nc-windows-vm
"Mar 11, 2026 4:14:21 PM",nc-windows-vm,ProcessCreated,tor.exe,C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\TorBrowser\Tor\tor.exe,5d7797c72d7eae405d6b2054d94c53494861eb1169d8a1b276775aa48dc94fd7,"""tor.exe"" -f ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\TorBrowser\Data\Tor\torrc"" DataDirectory ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\TorBrowser\Data\Tor"" ClientOnionAuthDir ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\TorBrowser\Data\Tor\onion-auth"" --defaults-torrc ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\TorBrowser\Data\Tor\torrc-defaults"" GeoIPFile ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\TorBrowser\Data\Tor\geoip"" GeoIPv6File ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\TorBrowser\Data\Tor\geoip6"" +__ControlPort 127.0.0.1:9151 HashedControlPassword ********** +__SocksPort ""127.0.0.1:9150 ExtendedErrors IPv6Traffic PreferIPv6 KeepAliveIsolateSOCKSAuth"" __OwningControllerProcess 7416 DisableNetwork 1",nc-windows-vm
"Mar 11, 2026 4:14:19 PM",nc-windows-vm,ProcessCreated,firefox.exe,C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\firefox.exe,a476268f30d839fd95bb4d497c3b1ffb277aa6a3ac78d4cbf2b60c4b2b8178fb,"""firefox.exe"" -contentproc -parentBuildID 20260223093000 -prefsHandle 2656:26433 -prefMapHandle 2660:276257 -ipcHandle 2704 -initialChannelId {ec86795b-1632-4666-91ca-a6b60da50de5} -parentPid 7416 -appDir ""C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\browser"" - 1 gpu",nc-windows-vm
"Mar 11, 2026 4:14:16 PM",nc-windows-vm,ProcessCreated,firefox.exe,C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\firefox.exe,a476268f30d839fd95bb4d497c3b1ffb277aa6a3ac78d4cbf2b60c4b2b8178fb,firefox.exe,nc-windows-vm
"Mar 11, 2026 4:14:16 PM",nc-windows-vm,ProcessCreated,firefox.exe,C:\Users\nc-windows-vm\Desktop\Tor Browser\Browser\firefox.exe,a476268f30d839fd95bb4d497c3b1ffb277aa6a3ac78d4cbf2b60c4b2b8178fb,firefox.exe,nc-windows-vm